Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
728,Mohamed Dräger,tn TUN,DF,Paderborn 07,de Bundesliga,23,1996,16.2,1.6,1.61,1.11,0.25,0.06,0.12,0.06,0.31,0.31,0.25,0,0,0.06,0,0,Matches
729,Aleksandar Dragovi?,at AUT,DF,Leverkusen,de Bundesliga,28,1991,11.4,1.05,1.05,1.05,0,0,0,0,0,0,0,0,0,0,0,0,Matches
730,Bart?omiej Dr?gowski,pl POL,GK,Fiorentina,it Serie A,21,1997,31,0.23,0.23,0.16,0.06,0,0,0,0.03,0.03,0.03,0,0,0,0,0,Matches
731,Julian Draxler,de GER,MF,Paris S-G,fr Ligue 1,25,1993,7.6,2.76,2.76,1.97,0.26,0.26,0.13,0,1.05,1.05,0.53,0.13,0.13,0.13,0,0.13,Matches
732,Dominick Drexler,de GER,"MF,FW",Köln,de Bundesliga,29,1990,17.6,3.18,3.18,2.56,0.23,0.17,0.06,0.17,0.34,0.34,0.28,0,0,0,0.06,0,Matches
733,Danny Drinkwater,eng ENG,MF,Aston Villa,eng Premier League,29,1990,2.9,1.38,1.39,1.03,0,0,0,0.34,0,0,0,0,0,0,0,0,Matches
734,Danny Drinkwater,eng ENG,MF,Burnley,eng Premier League,29,1990,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
735,Josip Drmi?,ch SUI,"FW,MF",Norwich City,eng Premier League,26,1992,7.2,1.53,1.53,0.97,0,0.14,0.28,0.14,0.14,0.14,0,0,0.14,0,0,0,Matches
736,Domingos Duarte,pt POR,DF,Granada,es La Liga,24,1995,34.3,0.15,0.15,0.12,0.03,0,0,0,0.03,0.03,0.03,0,0,0,0,0,Matches
737,Léo Duarte,br BRA,DF,Milan,it Serie A,23,1996,4.5,0.22,0.22,0,0,0,0.22,0,0,0,0,0,0,0,0,0,Matches
738,Óscar Duarte,cr CRC,DF,Levante,es La Liga,30,1989,5.4,0.74,0.74,0.56,0,0,0.19,0,0.19,0.19,0.19,0,0,0,0,0,Matches
739,Rubén Duarte,es ESP,DF,Alavés,es La Liga,23,1995,29.6,1.22,1.22,0.81,0.1,0,0.14,0.17,0.2,0.2,0.07,0.03,0,0.03,0.07,0,Matches
740,Edgaras Dubickas,lt LTU,DF,Lecce,it Serie A,21,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
741,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,24,1994,15,1.6,1.6,1.4,0.07,0.07,0,0.07,0.07,0.07,0.07,0,0,0,0,0,Matches
742,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,30,1989,38,0.05,0.05,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,Matches
743,Ondrej Duda,sk SVK,MF,Norwich City,eng Premier League,24,1994,8,3.13,3.11,1.88,0.75,0.13,0.25,0.13,0.25,0.25,0.13,0,0,0.13,0,0,Matches
744,Ondrej Duda,sk SVK,"MF,FW",Hertha BSC,de Bundesliga,24,1994,5,3.4,3.42,2,0.2,0.6,0.4,0.2,0.4,0.4,0.4,0,0,0,0,0,Matches
745,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,27,1992,13.8,0.36,0.36,0.29,0,0.07,0,0,0,0,0,0,0,0,0,0,Matches
746,Haris Duljevi?,ba BIH,"FW,MF",Nîmes,fr Ligue 1,25,1993,5.8,4.14,4.15,3.45,0,0.52,0.17,0,1.03,1.04,0.86,0,0.17,0,0,0,Matches
747,Paul Dummett,wal WAL,DF,Newcastle Utd,eng Premier League,27,1991,13.6,0.44,0.44,0.37,0,0,0,0.07,0.07,0.07,0.07,0,0,0,0,0,Matches
748,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,26,1993,9.9,2.02,2.03,1.72,0,0.1,0,0.2,0.2,0.2,0.1,0,0,0,0.1,0,Matches
749,Alfred Duncan,gh GHA,MF,Sassuolo,it Serie A,26,1993,9.4,2.87,2.88,2.87,0,0,0,0,0.64,0.64,0.64,0,0,0,0,0,Matches
750,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,27,1991,35.9,0.7,0.7,0.64,0.06,0,0,0,0.08,0.08,0.08,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
751,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,27,1992,5.7,1.58,1.59,1.05,0,0.18,0.35,0,0.18,0.18,0.18,0,0,0,0,0,Matches
752,Riza Durmisi,dk DEN,DF,Nice,fr Ligue 1,25,1994,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
753,Hugo Duro,es ESP,"FW,MF",Getafe,es La Liga,19,1999,4.2,1.67,1.67,0.71,0,0,0,0.95,0.48,0.48,0.24,0,0,0,0.24,0,Matches
754,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,22,1997,13.1,0.84,0.84,0.69,0,0.08,0,0,0.15,0.15,0.08,0,0,0,0,0.08,Matches
755,Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,25,1993,23.9,6.23,6.22,4.02,0.75,0.63,0.29,0.5,1,1,0.42,0.08,0.21,0.08,0.17,0.04,Matches
756,Edin Džeko,ba BIH,FW,Roma,it Serie A,33,1986,31.7,3.5,3.5,2.49,0.03,0.38,0.28,0.32,0.57,0.57,0.35,0,0.03,0.06,0.13,0,Matches
757,Blerim Džemaili,ch SUI,MF,Bologna,it Serie A,33,1986,7.8,3.72,3.74,3.33,0.13,0,0,0.26,0.13,0.13,0.13,0,0,0,0,0,Matches
758,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,31,1988,28,0.39,0.39,0.29,0,0,0.11,0,0.04,0.04,0,0,0,0.04,0,0,Matches
759,Simone Edera,it ITA,"MF,FW",Torino,it Serie A,22,1997,4.4,3.86,3.84,1.36,1.36,0.23,0.45,0.45,0.45,0.45,0.23,0,0,0.23,0,0,Matches
760,Ederson,br BRA,GK,Manchester City,eng Premier League,25,1993,34.1,0.12,0.12,0.12,0,0,0,0,0.03,0.03,0.03,0,0,0,0,0,Matches
761,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,26,1992,35.4,0.17,0.17,0.08,0,0,0.08,0,0.03,0.03,0,0,0,0.03,0,0,Matches
762,Johannes Eggestein,de GER,"MF,FW",Werder Bremen,de Bundesliga,21,1998,5.7,1.93,1.94,1.23,0.18,0.18,0.35,0,0,0,0,0,0,0,0,0,Matches
763,Maximilian Eggestein,de GER,"MF,DF",Werder Bremen,de Bundesliga,22,1996,31.7,2.11,2.11,1.67,0,0.16,0.22,0.06,0.19,0.19,0.16,0,0,0.03,0,0,Matches
764,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,24,1995,25.9,1.51,1.51,1.04,0.15,0.19,0.04,0.08,0.15,0.15,0.12,0,0.04,0,0,0,Matches
765,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,30,1989,26.5,2.11,2.11,1.85,0,0,0.08,0.19,0.26,0.26,0.15,0,0,0,0.11,0,Matches
766,Harvey Elliot,eng ENG,DF,Liverpool,eng Premier League,16,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
767,Elif Elmas,mk MKD,MF,Napoli,it Serie A,19,1999,12.6,3.57,3.57,2.46,0,0.63,0.16,0.24,0.24,0.24,0.16,0,0,0,0,0.08,Matches
768,Ilay Elmkies,il ISR,MF,Hoffenheim,de Bundesliga,19,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
769,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,31,1987,11.5,2.43,2.44,2.35,0.09,0,0,0,0.09,0.09,0.09,0,0,0,0,0,Matches
770,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,25,1994,16.8,0.6,0.6,0.48,0,0,0.06,0.06,0.18,0.18,0.12,0,0,0.06,0,0,Matches
771,Nico Elvedi,ch SUI,DF,M'gladbach,de Bundesliga,22,1996,29.1,0.27,0.28,0.24,0,0,0.03,0,0.03,0.03,0.03,0,0,0,0,0,Matches
772,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,25,1993,23.6,0.08,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,Matches
773,Adri Embarba,es ESP,"MF,FW",Espanyol,es La Liga,27,1992,15.2,2.17,2.17,1.12,0.33,0.26,0.13,0.33,0.26,0.26,0.26,0,0,0,0,0,Matches
774,Breel Embolo,ch SUI,"FW,MF",M'gladbach,de Bundesliga,22,1997,17.2,3.26,3.25,2.03,0,0.29,0.35,0.52,0.64,0.64,0.41,0,0,0.06,0.12,0.06,Matches
775,Emerson,br BRA,DF,Betis,es La Liga,20,1999,31.5,1.81,1.81,1.49,0,0.1,0.06,0.16,0.25,0.25,0.19,0,0.03,0,0.03,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
776,Renaud Emond,be BEL,"FW,MF",Nantes,fr Ligue 1,27,1991,3.2,1.88,1.85,0.94,0,0,0,0.63,0.31,0.31,0,0,0,0,0,0.31,Matches
777,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,25,1994,9.5,0.42,0.42,0.42,0,0,0,0,0,0,0,0,0,0,0,0,Matches
778,Youssef En-Nesyri,ma MAR,FW,Leganés,es La Liga,22,1997,15.4,1.43,1.43,0.91,0,0.13,0.19,0.19,0.26,0.26,0.19,0,0,0.06,0,0,Matches
779,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,22,1997,8.8,0.68,0.68,0.57,0,0,0,0.11,0,0,0,0,0,0,0,0,Matches
780,Björn Engels,be BEL,DF,Aston Villa,eng Premier League,24,1994,16.1,0.37,0.37,0.31,0,0,0.06,0,0,0,0,0,0,0,0,0,Matches
781,Sergi Enrich,es ESP,FW,Eibar,es La Liga,29,1990,20.7,0.92,0.92,0.58,0,0.05,0.14,0.14,0.24,0.24,0.14,0,0,0.05,0.05,0,Matches
782,Javier Eraso,es ESP,"MF,FW",Leganés,es La Liga,29,1990,9.1,1.54,1.55,0.99,0.33,0,0,0.22,0,0,0,0,0,0,0,0,Matches
783,Christian Eriksen,dk DEN,"MF,FW",Tottenham,eng Premier League,27,1992,12.2,3.28,3.28,2.54,0.66,0.08,0,0,0.25,0.25,0.16,0.08,0,0,0,0,Matches
784,Christian Eriksen,dk DEN,MF,Inter,it Serie A,27,1992,7.8,4.62,4.61,3.08,1.15,0.13,0.13,0.13,0.77,0.77,0.64,0,0,0.13,0,0,Matches
785,Gonzalo Escalante,ar ARG,MF,Eibar,es La Liga,26,1993,18.6,0.91,0.91,0.54,0.05,0.05,0.05,0.22,0.16,0.16,0.05,0,0,0,0.11,0,Matches
786,Aarón Escandell,es ESP,GK,Granada,es La Liga,23,1995,3,0.67,0.67,0.67,0,0,0,0,0,0,0,0,0,0,0,0,Matches
787,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,29,1989,8.6,1.4,1.4,1.05,0,0.23,0.12,0,0.12,0.12,0,0,0,0.12,0,0,Matches
788,Espeto,br BRA,"DF,MF",SPAL,it Serie A,22,1997,23.4,2.78,2.77,1.79,0.04,0.47,0.26,0.21,0.17,0.17,0.09,0,0,0.09,0,0,Matches
789,Bernardo Espinosa,co COL,DF,Espanyol,es La Liga,30,1989,25.1,0.32,0.32,0.32,0,0,0,0,0,0,0,0,0,0,0,0,Matches
790,Sebastiano Esposito,it ITA,FW,Inter,it Serie A,17,2002,2.2,2.73,2.71,1.82,0,0,0.91,0,0,0,0,0,0,0,0,0,Matches
791,Esquerdo,es ESP,MF,Valencia,es La Liga,20,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
792,Alexander Esswein,de GER,"FW,MF",Hertha BSC,de Bundesliga,29,1990,2.4,1.67,1.69,1.25,0,0,0,0.42,0,0,0,0,0,0,0,0,Matches
793,Pervis Estupiñán,ec ECU,DF,Osasuna,es La Liga,21,1998,33.1,2.27,2.27,1.93,0.18,0.09,0.06,0,0.3,0.3,0.21,0.06,0,0.03,0,0,Matches
794,Oghenekaro Etebo,ng NGA,MF,Getafe,es La Liga,23,1995,6.4,1.09,1.1,0.94,0,0,0.16,0,0.16,0.16,0.16,0,0,0,0,0,Matches
795,Beñat Etxebarria,es ESP,MF,Athletic Club,es La Liga,32,1987,4.4,2.73,2.74,0.45,2.27,0,0,0,0.23,0.23,0.23,0,0,0,0,0,Matches
796,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,31,1987,16.1,0.31,0.31,0.25,0,0,0,0.06,0,0,0,0,0,0,0,0,Matches
797,Antony Evans,eng ENG,"MF,DF",Paderborn 07,de Bundesliga,20,1998,1.7,4.71,4.62,2.35,2.35,0,0,0,0,0,0,0,0,0,0,0,Matches
798,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,31,1988,37.6,0.59,0.59,0.45,0,0.03,0.08,0.03,0.11,0.11,0.08,0,0,0,0.03,0,Matches
799,Edu Expósito,es ESP,MF,Eibar,es La Liga,22,1996,25.7,1.63,1.63,1.21,0,0.12,0.23,0.08,0.12,0.12,0.08,0,0,0.04,0,0,Matches
800,Valentin Eysseric,fr FRA,"MF,FW",Hellas Verona,it Serie A,27,1992,3.9,4.62,4.59,3.33,1.03,0.26,0,0,0.26,0.25,0.26,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
801,Valentin Eysseric,fr FRA,MF,Fiorentina,it Serie A,27,1992,0.5,8,8.57,6,0,0,2,0,0,0,0,0,0,0,0,0,Matches
802,?ukasz Fabia?ski,pl POL,GK,West Ham,eng Premier League,34,1985,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
803,Fabinho,br BRA,MF,Liverpool,eng Premier League,25,1993,23.1,1.39,1.39,1.3,0,0.04,0,0.04,0.13,0.13,0.13,0,0,0,0,0,Matches
804,Fábio,br BRA,DF,Nantes,fr Ligue 1,29,1990,9.3,1.4,1.4,1.29,0,0,0.11,0,0,0,0,0,0,0,0,0,Matches
805,Cesc Fàbregas,es ESP,MF,Monaco,fr Ligue 1,32,1987,10.3,4.27,4.26,3.4,0.78,0.1,0,0,0.78,0.77,0.68,0.1,0,0,0,0,Matches
806,Fabricio,es ESP,GK,Mallorca,es La Liga,31,1987,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
807,Ralf Fährmann,de GER,GK,Norwich City,eng Premier League,30,1988,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
808,Fayçal Fajr,ma MAR,MF,Getafe,es La Liga,30,1988,4.5,4,4.02,2.67,1.33,0,0,0,0,0,0,0,0,0,0,0,Matches
809,Luca Falbo,it ITA,DF,Lazio,it Serie A,19,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
810,Filippo Falco,it ITA,"FW,MF",Lecce,it Serie A,27,1992,22.4,5.54,5.54,3.88,0.67,0.36,0.36,0.27,0.58,0.58,0.31,0.18,0,0.09,0,0,Matches
811,Eliseo Falcon,es ESP,"DF,MF",Levante,es La Liga,22,1997,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
812,Wladimiro Falcone,it ITA,GK,Sampdoria,it Serie A,24,1995,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
813,Simon Falette,gn GUI,DF,Eint Frankfurt,de Bundesliga,27,1992,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
814,Iago Falque,es ESP,"MF,FW",Torino,it Serie A,29,1990,1.1,2.73,2.65,1.82,0.91,0,0,0,0,0,0,0,0,0,0,0,Matches
815,Iago Falque,es ESP,MF,Genoa,it Serie A,29,1990,5.8,2.93,2.95,2.41,0.17,0.17,0.17,0,0.17,0.17,0.17,0,0,0,0,0,Matches
816,Akin Famewo,eng ENG,MF,Norwich City,eng Premier League,20,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
817,Andri Fannar Baldursson,is ISL,MF,Bologna,it Serie A,17,2002,1.6,2.5,2.9,1.88,0,0,0,0.63,0,0,0,0,0,0,0,0,Matches
818,Paolo Faragò,it ITA,DF,Cagliari,it Serie A,26,1993,14.9,1.74,1.74,1.41,0.27,0,0,0.07,0.2,0.2,0.2,0,0,0,0,0,Matches
819,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,27,1991,35.9,1.67,1.67,1.2,0.22,0.08,0.08,0.08,0.11,0.11,0.08,0.03,0,0,0,0,Matches
820,Mohamed Fares,dz ALG,"DF,MF",SPAL,it Serie A,23,1996,4.7,1.06,1.07,1.06,0,0,0,0,0.21,0.21,0.21,0,0,0,0,0,Matches
821,Diego Farias,br BRA,"FW,MF",Lecce,it Serie A,29,1990,9.2,4.02,4.04,2.83,0.33,0.54,0.11,0.22,0.43,0.44,0.11,0,0.11,0,0.22,0,Matches
822,Ansu Fati,es ESP,"FW,DF",Barcelona,es La Liga,16,2002,11.4,3.33,3.33,2.11,0.18,0.61,0.18,0.26,0.26,0.26,0.09,0,0.18,0,0,0,Matches
823,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,32,1987,22,2.45,2.45,1.95,0.36,0,0.09,0.05,0.27,0.27,0.14,0.09,0,0.05,0,0,Matches
824,Andrea Favilli,it ITA,FW,Genoa,it Serie A,22,1997,7.3,1.64,1.64,1.37,0,0,0,0.27,0,0,0,0,0,0,0,0,Matches
825,Federico Fazio,ar ARG,DF,Roma,it Serie A,32,1987,13.5,0.52,0.52,0.44,0.07,0,0,0,0.22,0.22,0.15,0.07,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
826,Aleix Febas,es ESP,MF,Mallorca,es La Liga,23,1996,18.8,2.23,2.24,1.86,0,0.05,0,0.32,0.27,0.27,0.21,0,0,0,0.05,0,Matches
827,Zouhair Feddal,ma MAR,DF,Betis,es La Liga,30,1989,15.9,0.82,0.82,0.69,0,0,0.13,0,0.25,0.25,0.19,0,0,0.06,0,0,Matches
828,Ljubomir Fejsa,rs SRB,MF,Alavés,es La Liga,30,1988,8.7,0.34,0.34,0.23,0.11,0,0,0,0,0,0,0,0,0,0,0,Matches
829,Nabil Fekir,fr FRA,"MF,FW",Betis,es La Liga,26,1993,29.3,3.79,3.79,2.32,0.07,0.55,0.38,0.48,0.38,0.38,0.2,0,0,0.03,0.14,0,Matches
830,Felipe,br BRA,DF,Atlético Madrid,es La Liga,30,1989,23.4,0.51,0.51,0.26,0,0.04,0.21,0,0.09,0.09,0,0,0,0.09,0,0,Matches
831,Luiz Felipe,br BRA,DF,Lazio,it Serie A,22,1997,22.5,0.67,0.67,0.58,0.04,0.04,0,0,0.27,0.27,0.22,0,0.04,0,0,0,Matches
832,Lucas Felippe,br BRA,"MF,DF",Hellas Verona,it Serie A,19,2000,0.3,3.33,3.21,3.33,0,0,0,0,0,0,0,0,0,0,0,0,Matches
833,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,21,1997,21.8,0.28,0.27,0.18,0.09,0,0,0,0,0,0,0,0,0,0,0,Matches
834,João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,19,1999,19.4,2.58,2.58,1.55,0.1,0.21,0.31,0.41,0.21,0.21,0.05,0.05,0.05,0,0.05,0,Matches
835,Kiko Femenía,es ESP,DF,Watford,eng Premier League,28,1991,24.9,1.29,1.29,1.08,0.12,0.04,0,0.04,0.12,0.12,0,0.04,0.04,0,0.04,0,Matches
836,Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,fr Ligue 1,26,1993,25,3.56,3.57,1.92,0.76,0.52,0.16,0.2,0.24,0.24,0.16,0,0.04,0.04,0,0,Matches
837,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,24,1994,13.2,4.32,4.33,2.95,0.91,0.08,0.15,0.23,0.91,0.91,0.45,0.23,0,0,0.23,0,Matches
838,Edimilson Fernandes,ch SUI,"MF,DF",Mainz 05,de Bundesliga,23,1996,16.5,1.88,1.88,1.58,0,0.18,0.06,0.06,0.06,0.06,0.06,0,0,0,0,0,Matches
839,Gedson Fernandes,pt POR,"MF,DF",Tottenham,eng Premier League,20,1999,0.8,3.75,3.97,3.75,0,0,0,0,0,0,0,0,0,0,0,0,Matches
840,Gelson Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,32,1986,8.6,0.58,0.58,0.58,0,0,0,0,0,0,0,0,0,0,0,0,Matches
841,Matheus Fernandes,br BRA,MF,Valladolid,es La Liga,21,1998,1.8,,,,,,,,,,,,,,,,Matches
842,Aitor Fernández,es ESP,GK,Levante,es La Liga,28,1991,36,0.11,0.11,0.08,0.03,0,0,0,0,0,0,0,0,0,0,0,Matches
843,Andrés Fernández,es ESP,GK,Villarreal,es La Liga,32,1986,4.3,0.23,0.25,0.23,0,0,0,0,0.23,0.25,0.23,0,0,0,0,0,Matches
844,Carlos Fernández,es ESP,"FW,MF",Granada,es La Liga,23,1996,24.5,1.8,1.8,1.14,0.04,0.16,0.24,0.2,0.37,0.37,0.16,0,0.04,0.04,0.12,0,Matches
845,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,30,1989,29.1,0.34,0.34,0.21,0,0.03,0.1,0,0.1,0.1,0.03,0,0,0.07,0,0,Matches
846,Gabriel Fernández,uy URU,"FW,MF",Celta Vigo,es La Liga,25,1994,6.2,0.65,0.64,0.48,0,0.16,0,0,0.16,0.16,0.16,0,0,0,0,0,Matches
847,Joaquín Fernández,es ESP,"MF,DF",Valladolid,es La Liga,23,1996,18.4,0.76,0.76,0.65,0.05,0,0,0.05,0.11,0.11,0.05,0,0,0,0.05,0,Matches
848,Fernandinho,br BRA,DF,Manchester City,eng Premier League,34,1985,26.6,1.02,1.01,0.9,0,0,0.11,0,0.19,0.19,0.19,0,0,0,0,0,Matches
849,Fernando,br BRA,MF,Sevilla,es La Liga,32,1987,29.5,1.05,1.05,0.88,0,0.03,0.1,0.03,0.1,0.1,0.1,0,0,0,0,0,Matches
850,Juan Ferney Otero,co COL,"FW,MF",Amiens,fr Ligue 1,24,1995,13.4,2.09,2.1,1.34,0,0.37,0.07,0.3,0.22,0.22,0.15,0,0,0,0.07,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
851,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,25,1994,11.2,0.45,0.45,0.36,0,0,0.09,0,0,0,0,0,0,0,0,0,Matches
852,Facundo Ferreyra,ar ARG,FW,Espanyol,es La Liga,28,1991,6.4,1.41,1.41,1.41,0,0,0,0,0,0,0,0,0,0,0,0,Matches
853,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,27,1992,12.8,2.66,2.66,1.88,0.31,0.16,0.08,0.23,0,0,0,0,0,0,0,0,Matches
854,Oliver Fink,de GER,"MF,FW",Düsseldorf,de Bundesliga,37,1982,7.5,2.67,2.67,2,0,0.13,0.13,0.4,0.4,0.4,0.27,0,0,0,0.13,0,Matches
855,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,30,1989,10.7,2.9,2.89,2.24,0,0.09,0.47,0.09,0.37,0.37,0.37,0,0,0,0,0,Matches
856,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,27,1991,33.2,2.83,2.83,2.17,0,0.45,0.12,0.09,0.57,0.57,0.42,0,0.12,0.03,0,0,Matches
857,Junior Firpo,es ESP,DF,Barcelona,es La Liga,22,1996,11.3,1.33,1.33,1.24,0,0.09,0,0,0.27,0.27,0.18,0,0.09,0,0,0,Matches
858,John Fleck,sco SCO,MF,Sheffield Utd,eng Premier League,27,1991,28,2.54,2.54,1.71,0.57,0.18,0.07,0,0.18,0.18,0.14,0,0.04,0,0,0,Matches
859,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,26,1993,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
860,Sergio Floccari,it ITA,FW,SPAL,it Serie A,37,1981,10.5,2.1,2.1,1.62,0,0.29,0.1,0.1,0,0,0,0,0,0,0,0,Matches
861,Alessandro Florenzi,it ITA,"DF,FW",Roma,it Serie A,28,1991,11.1,2.16,2.17,1.98,0.09,0,0.09,0,0.18,0.18,0.18,0,0,0,0,0,Matches
862,Alessandro Florenzi,it ITA,DF,Valencia,es La Liga,28,1991,8.4,0.83,0.84,0.83,0,0,0,0,0,0,0,0,0,0,0,0,Matches
863,Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,19,2000,10,4.4,4.4,3.5,0.2,0.3,0.1,0.3,0.8,0.8,0.8,0,0,0,0,0,Matches
864,Mamadou Fofana,ml MLI,"DF,MF",Metz,fr Ligue 1,21,1998,17.6,0.74,0.74,0.51,0,0.11,0.11,0,0,0,0,0,0,0,0,0,Matches
865,Seko Fofana,ci CIV,MF,Udinese,it Serie A,24,1995,25,3.68,3.68,3,0.04,0.44,0.08,0.12,0.36,0.36,0.28,0,0.08,0,0,0,Matches
866,Wesley Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2000,13.5,0.52,0.52,0.44,0,0,0,0.07,0,0,0,0,0,0,0,0,Matches
867,Youssouf Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,20,1999,11.2,1.34,1.34,1.25,0,0.09,0,0,0,0,0,0,0,0,0,0,Matches
868,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,20,1999,6.8,1.76,1.77,1.32,0,0.15,0.15,0.15,0.29,0.3,0.29,0,0,0,0,0,Matches
869,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,24,1994,27,1.56,1.56,1.37,0.15,0.04,0,0,0.11,0.11,0.11,0,0,0,0,0,Matches
870,Lamine Fomba,fr FRA,MF,Nîmes,fr Ligue 1,21,1998,15.3,1.31,1.31,1.18,0,0.13,0,0,0,0,0,0,0,0,0,0,Matches
871,José Fonte,pt POR,DF,Lille,fr Ligue 1,35,1983,24.5,0.49,0.49,0.37,0,0,0.12,0,0.04,0.04,0.04,0,0,0,0,0,Matches
872,Pablo Fornals,es ESP,"MF,FW",West Ham,eng Premier League,23,1996,24.1,1.99,1.99,1.58,0.17,0.04,0.08,0.12,0.37,0.37,0.37,0,0,0,0,0,Matches
873,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,27,1991,12.7,3.94,3.94,2.83,0.47,0.24,0.08,0.31,0.31,0.32,0.24,0,0,0,0.08,0,Matches
874,Hernâni Fortes,pt POR,"MF,FW",Levante,es La Liga,27,1991,7.3,3.01,3.03,1.92,0.14,0.68,0,0.27,0,0,0,0,0,0,0,0,Matches
875,Ben Foster,eng ENG,GK,Watford,eng Premier League,36,1983,38,0.13,0.13,0.05,0.08,0,0,0,0.03,0.03,0.03,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
