Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
123,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,24,1995,8.8,0.23,2.39,0.68,28.6,2.39,0.68,0.1,0.33,0,0,0,0.14,0.14,0.06,0.09,0.09,0.03,0.17,0.17
124,José Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,24,1995,3.7,0,2.97,1.35,45.5,2.94,1.34,0,0,0,0,0,0.14,0.14,0.05,-0.14,-0.14,0.14,0.28,0.28
125,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,31.3,0.13,2.01,0.54,27,2.01,0.54,0.06,0.24,0.29,0,0,0.08,0.08,0.04,0.05,0.05,0.19,0.27,0.27
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
126,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
127,Kwadwo Asamoah,gh GHA,DF,Inter,it Serie A,30,1988,7.1,0,0.42,0,0,0.42,0,0,,0,0,0,0.01,0.01,0.03,-0.01,-0.01,0.1,0.11,0.11
128,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,7,0,0.29,0,0,0.28,0,0,,0,0,0,0,0,0.01,0,0,0.02,0.02,0.02
129,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
130,Marco Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,3.7,0.81,2.43,1.35,55.6,2.41,1.34,0.33,0.6,0.27,0,0,0.46,0.46,0.19,0.35,0.35,0.27,0.71,0.71
131,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,0.8,1.25,1.25,1.25,100,1.18,1.18,1,1,0,0,0,0,0,0.04,1.25,1.25,0.12,0.16,0.16
132,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,36.2,0.39,2.15,0.86,39.7,2.15,0.86,0.12,0.29,0.3,0.14,0.19,0.38,0.24,0.11,0,0.01,0.11,0.5,0.35
133,Roger Assalé,ci CIV,"FW,MF",Leganés,es La Liga,25,1993,5.9,0.34,1.86,1.02,54.5,1.86,1.02,0.18,0.33,0,0,0,0.29,0.29,0.15,0.05,0.05,0.19,0.48,0.48
134,Miguel Atienza,es ESP,MF,Eibar,es La Liga,,,0.3,0,3.33,0,0,3,0,0,,0,0,0,0,0,0.04,0,0,0,0.13,0.13
135,Christian Atsu,gh GHA,"FW,MF",Newcastle Utd,eng Premier League,27,1992,8.3,0,0.6,0.12,20,0.6,0.12,0,0,0,0,0,0.02,0.02,0.04,-0.02,-0.02,0.11,0.13,0.13
136,Youcef Attal,dz ALG,"FW,DF",Nice,fr Ligue 1,23,1996,11.1,0.09,1.71,0.81,47.4,1.7,0.81,0.05,0.11,0,0,0,0.14,0.14,0.08,-0.05,-0.05,0.05,0.19,0.19
137,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,30,1989,34.8,0.63,2.59,1.15,44.4,2.58,1.15,0.22,0.5,0.06,0.06,0.06,0.45,0.41,0.16,0.18,0.17,0.09,0.54,0.49
138,Emil Audero,it ITA,GK,Sampdoria,it Serie A,22,1997,36,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
139,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,12.6,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.12,0.12,0.12
140,Jean-Kévin Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,3,0,2.33,1,42.9,2.37,1.02,0,0,0,0,0,0.17,0.17,0.07,-0.17,-0.17,0,0.16,0.16
141,Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,25,1994,10.3,0,0.49,0,0,0.49,0,0,,0.19,0,0,0.02,0.02,0.04,-0.02,-0.02,0.11,0.13,0.13
142,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,30,0.03,0.43,0.13,30.8,0.43,0.13,0.08,0.25,0,0,0,0.02,0.02,0.04,0.02,0.02,0.1,0.12,0.12
143,Mathias Autret,fr FRA,"MF,FW",Brest,fr Ligue 1,28,1991,13.6,0.15,1.99,0.66,33.3,1.99,0.66,0.07,0.22,0,0,0,0.15,0.15,0.07,0,0,0.22,0.37,0.37
144,Ezequiel Ávila,ar ARG,FW,Osasuna,es La Liga,25,1994,17.7,0.51,3.84,1.53,39.7,3.85,1.53,0.13,0.33,0,0,0,0.4,0.4,0.1,0.11,0.11,0.15,0.55,0.55
145,Javier Avilés,es ESP,"MF,FW",Leganés,es La Liga,21,1997,2,0.5,2.5,1,40,2.45,0.98,0.2,0.5,0,0,0,0.25,0.25,0.1,0.25,0.25,0.45,0.71,0.71
146,Chidozie Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,22.2,0,0.45,0,0,0.45,0,0,,0,0,0,0.03,0.03,0.07,-0.03,-0.03,0.01,0.04,0.04
147,Taiwo Awoniyi,ng NGA,FW,Mainz 05,de Bundesliga,21,1997,5.4,0.19,2.41,0.56,23.1,2.42,0.56,0.08,0.33,0,0,0,0.35,0.35,0.15,-0.17,-0.17,0.16,0.52,0.52
148,Florian Ayé,fr FRA,"FW,MF",Brescia,it Serie A,22,1997,15.3,0,1.76,0.46,25.9,1.76,0.46,0,0,0,0,0,0.2,0.2,0.12,-0.2,-0.2,0.03,0.24,0.24
149,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,27,1991,35,0.26,1.6,0.69,42.9,1.6,0.69,0.16,0.38,0,0,0,0.18,0.18,0.11,0.08,0.08,0.06,0.24,0.24
150,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,30.3,0.07,0.92,0.13,14.3,0.92,0.13,0.07,0.5,0.23,0,0,0.08,0.08,0.09,-0.02,-0.02,0.08,0.16,0.16
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
151,Ramon Azeez,ng NGA,MF,Granada,es La Liga,26,1992,15.1,0.13,1.26,0.2,15.8,1.26,0.2,0.11,0.67,0,0,0,0.13,0.13,0.1,0.01,0.01,0.02,0.14,0.14
152,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,35.9,0.06,0.81,0.17,20.7,0.81,0.17,0.07,0.33,0,0,0,0.07,0.07,0.09,-0.02,-0.02,0.16,0.23,0.23
153,Ludovic Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,9.2,0,0.22,0,0,0.22,0,0,,0,0,0,0.01,0.01,0.06,-0.01,-0.01,0.08,0.09,0.09
154,Iddrisu Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,32.3,0,0.46,0.06,13.3,0.47,0.06,0,0,0,0,0,0.03,0.03,0.06,-0.03,-0.03,0.01,0.03,0.03
155,Khouma Babacar,sn SEN,FW,Lecce,it Serie A,26,1993,15.8,0.19,2.97,1.01,34,2.97,1.01,0.06,0.19,0,0,0.13,0.39,0.28,0.09,-0.2,-0.09,0.04,0.43,0.32
156,Carlos Bacca,co COL,"FW,MF",Villarreal,es La Liga,32,1986,7.6,0.26,2.24,0.79,35.3,2.22,0.78,0.12,0.33,0,0,0,0.41,0.41,0.18,-0.14,-0.14,0.06,0.47,0.47
157,Milan Badelj,hr CRO,MF,Fiorentina,it Serie A,30,1989,17.6,0.06,0.91,0.11,12.5,0.91,0.11,0.06,0.5,0,0,0,0.07,0.07,0.08,-0.02,-0.02,0.06,0.13,0.13
158,Matthias Bader,de GER,DF,Köln,de Bundesliga,22,1997,0.1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
159,Bastian Badu,fr FRA,FW,Montpellier,fr Ligue 1,19,2000,0.1,0,10,0,0,10,0,0,,0,0,0,0,0,0.04,0,0,0,0.36,0.36
160,Alejandro Baena,es ESP,MF,Villarreal,es La Liga,18,2001,0.2,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
161,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,10.1,0.4,1.98,0.89,45,1.98,0.89,0.15,0.33,0,0.1,0.1,0.3,0.22,0.11,0.1,0.08,0.08,0.38,0.3
162,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,21.6,0.05,0.74,0.09,12.5,0.74,0.09,0.06,0.5,0,0,0,0.02,0.02,0.03,0.02,0.02,0.02,0.04,0.04
163,Leon Bailey,jm JAM,"FW,MF",Leverkusen,de Bundesliga,21,1997,12.1,0.41,2.56,0.91,35.5,2.56,0.91,0.16,0.45,0.08,0,0,0.35,0.35,0.14,0.07,0.07,0.21,0.56,0.56
164,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,25,1994,1.7,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
165,Dénys Bain,fr FRA,DF,Brest,fr Ligue 1,26,1993,14.1,0.07,0.21,0.07,33.3,0.21,0.07,0.33,1,0,0,0,0.04,0.04,0.18,0.04,0.04,0,0.04,0.04
166,Leighton Baines,eng ENG,DF,Everton,eng Premier League,34,1984,4.5,0,0.22,0,0,0.22,0,0,,0.22,0,0,0,0,0.04,0,0,0.18,0.19,0.19
167,Stefan Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,17,2001,1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
168,Tiemoué Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,24,1994,19.1,0.05,1.26,0.42,33.3,1.26,0.42,0.04,0.13,0,0,0,0.09,0.09,0.07,-0.04,-0.04,0.04,0.13,0.13
169,Lewis Baker,eng ENG,MF,Düsseldorf,de Bundesliga,24,1995,6.1,0,1.97,0.82,41.7,1.98,0.83,0,0,0.33,0,0,0.07,0.07,0.03,-0.07,-0.07,0.05,0.11,0.11
170,Mitchel Bakker,nl NED,DF,Paris S-G,fr Ligue 1,19,2000,1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
171,Ridle Baku,de GER,"DF,MF",Mainz 05,de Bundesliga,21,1998,26.1,0.04,0.84,0.23,27.3,0.84,0.23,0.05,0.17,0,0,0,0.04,0.04,0.05,0,0,0.12,0.16,0.16
172,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,27,1991,13.1,0.08,0.76,0.31,40,0.76,0.31,0.1,0.25,0,0,0,0.14,0.14,0.18,-0.06,-0.06,0,0.14,0.14
173,Keita Baldé,sn SEN,"FW,MF",Monaco,fr Ligue 1,24,1995,9.5,0.42,2.95,1.37,46.4,2.94,1.36,0.14,0.31,0,0,0,0.44,0.44,0.15,-0.02,-0.02,0.09,0.53,0.53
174,George Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,38,0.05,0.34,0.13,38.5,0.34,0.13,0.15,0.4,0,0,0,0.02,0.02,0.07,0.03,0.03,0.07,0.09,0.09
175,Gareth Bale,wal WAL,"FW,MF",Real Madrid,es La Liga,30,1989,12.1,0.17,2.81,1.07,38.2,2.81,1.07,0.06,0.15,0.25,0,0,0.29,0.29,0.1,-0.12,-0.12,0.11,0.39,0.39
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
176,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,31,1988,6.3,0,0.48,0,0,0.48,0,0,,0,0,0,0.02,0.02,0.02,-0.02,-0.02,0,0.01,0.01
177,Leonardo Balerdi,ar ARG,"DF,MF",Dortmund,de Bundesliga,20,1999,1.5,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
178,Marco Ballarini,it ITA,MF,Udinese,it Serie A,18,2001,0,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
179,Fodé Ballo-Touré,fr FRA,DF,Monaco,fr Ligue 1,22,1997,18.7,0,0.27,0.11,40,0.27,0.11,0,0,0,0,0,0.03,0.03,0.12,-0.03,-0.03,0.07,0.1,0.1
180,Florent Balmont,fr FRA,MF,Dijon,fr Ligue 1,39,1980,4.5,0,1.56,0.67,42.9,1.57,0.67,0,0,0,0,0,0.04,0.04,0.02,-0.04,-0.04,0.01,0.04,0.04
181,Mario Balotelli,it ITA,FW,Brescia,it Serie A,28,1990,15.6,0.32,4.55,1.54,33.8,4.55,1.54,0.07,0.21,1.03,0,0,0.46,0.46,0.1,-0.14,-0.14,0.03,0.49,0.49
182,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,29,1990,6.2,0,0.16,0,0,0.16,0,0,,0,0,0,0,0,0.03,0,0,0.05,0.05,0.05
183,Jonathan Bamba,fr FRA,"FW,MF",Lille,fr Ligue 1,23,1996,21.5,0.05,2.05,1.07,52.3,2.04,1.07,0,0,0,0.05,0.14,0.24,0.13,0.06,-0.19,-0.13,0.11,0.34,0.24
184,Éver Banega,ar ARG,MF,Sevilla,es La Liga,31,1988,27.5,0.11,1.38,0.29,21.1,1.38,0.29,0.03,0.13,0.15,0.07,0.07,0.11,0.05,0.04,0,-0.02,0.18,0.29,0.24
185,Mattia Bani,it ITA,DF,Bologna,it Serie A,25,1993,24.5,0.16,0.69,0.29,41.2,0.69,0.29,0.24,0.57,0,0,0,0.13,0.13,0.2,0.03,0.03,0,0.14,0.14
186,Antonín Barák,cz CZE,MF,Udinese,it Serie A,24,1994,2.2,0,1.82,0.91,50,1.86,0.93,0,0,0,0,0,0.05,0.05,0.03,-0.05,-0.05,0.08,0.15,0.15
187,Antonín Barák,cz CZE,MF,Lecce,it Serie A,24,1994,15.2,0.13,2.24,0.86,38.2,2.24,0.85,0.06,0.15,0,0,0,0.21,0.21,0.09,-0.08,-0.08,0.09,0.3,0.3
188,Federico Barba,it ITA,DF,Valladolid,es La Liga,25,1993,5,0,0.2,0.2,100,0.2,0.2,0,0,0,0,0,0,0,0.04,0,0,0.01,0.02,0.02
189,Danilo Barbosa,br BRA,"DF,MF",Nice,fr Ligue 1,23,1996,12.5,0,0.4,0.08,20,0.4,0.08,0,0,0.16,0,0,0.03,0.03,0.08,-0.03,-0.03,0.03,0.06,0.06
190,Melvin Bard,fr FRA,DF,Lyon,fr Ligue 1,18,2000,0.5,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0.16,0.16,0.16
191,Enis Bardhi,mk MKD,MF,Levante,es La Liga,24,1995,23.5,0.3,2.38,0.77,32.1,2.38,0.77,0.13,0.39,0.47,0,0,0.19,0.19,0.08,0.11,0.11,0.08,0.27,0.27
192,Phil Bardsley,sco SCO,DF,Burnley,eng Premier League,34,1985,21,0,0.57,0.24,41.7,0.57,0.24,0,0,0,0,0,0.01,0.01,0.02,-0.01,-0.01,0.03,0.05,0.05
193,Nicolò Barella,it ITA,MF,Inter,it Serie A,22,1997,22.4,0.04,1.07,0.22,20.8,1.07,0.22,0.04,0.2,0,0,0,0.08,0.08,0.07,-0.03,-0.03,0.07,0.14,0.14
194,Philipp Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,30,1989,6.5,0,0.77,0,0,0.77,0,0,,0,0,0,0.03,0.03,0.04,-0.03,-0.03,0.02,0.05,0.05
195,Antonino Barillà,it ITA,MF,Parma,it Serie A,31,1988,18.8,0.05,0.85,0.16,18.8,0.85,0.16,0.06,0.33,0,0,0,0.06,0.06,0.08,-0.01,-0.01,0.11,0.17,0.17
196,Kike Barja,es ESP,"MF,FW",Osasuna,es La Liga,22,1997,3.5,0,1.71,0.86,50,1.73,0.86,0,0,0,0,0,0.14,0.14,0.08,-0.14,-0.14,0.28,0.42,0.42
197,Ross Barkley,eng ENG,MF,Chelsea,eng Premier League,25,1993,12.3,0.08,3.25,0.98,30,3.26,0.98,0.03,0.08,0.33,0,0,0.17,0.17,0.05,-0.09,-0.09,0.22,0.4,0.4
198,Aymen Barkok,de GER,"FW,MF",Düsseldorf,de Bundesliga,21,1998,0.9,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
199,Ashley Barnes,at AUT,FW,Burnley,eng Premier League,29,1989,15,0.4,2.6,0.73,28.2,2.6,0.73,0.13,0.45,0,0.07,0.07,0.37,0.32,0.12,0.03,0.01,0.03,0.41,0.36
200,Harvey Barnes,eng ENG,"MF,FW",Leicester City,eng Premier League,21,1997,23.1,0.26,2.64,1.17,44.3,2.64,1.17,0.1,0.22,0,0,0,0.36,0.36,0.14,-0.1,-0.1,0.15,0.52,0.52
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
201,Antonio Barragán,es ESP,DF,Betis,es La Liga,32,1987,7.1,0,0.28,0,0,0.28,0,0,,0,0,0,0.01,0.01,0.04,-0.01,-0.01,0.08,0.09,0.09
202,Antonio Barreca,it ITA,"DF,MF",Genoa,it Serie A,24,1995,12.2,0,0.49,0.25,50,0.49,0.25,0,0,0,0,0,0.02,0.02,0.03,-0.02,-0.02,0.03,0.05,0.05
203,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,19,2000,10.4,0,0.67,0.1,14.3,0.67,0.1,0,0,0,0,0,0.04,0.04,0.05,-0.04,-0.04,0.02,0.06,0.06
204,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,17,2001,4.9,0,3.06,1.02,33.3,3.05,1.02,0,0,0,0,0,0.16,0.16,0.05,-0.16,-0.16,0.1,0.26,0.26
205,Édgar Barreto,py PAR,MF,Sampdoria,it Serie A,35,1984,1,0,1,1,100,1,1,0,0,0,0,0,0,0,0.03,0,0,0,0.03,0.03
206,Musa Barrow,gm GAM,FW,Bologna,it Serie A,20,1998,15,0.6,4.4,1.4,31.8,4.39,1.4,0.12,0.38,0.47,0.07,0.07,0.39,0.35,0.08,0.21,0.19,0.21,0.61,0.56
207,Musa Barrow,gm GAM,"FW,MF",Atalanta,it Serie A,20,1998,2.1,0,4.76,1.9,40,4.74,1.89,0,0,0,0,0.48,0.86,0.48,0.1,-0.86,-0.48,0.28,1.14,0.78
208,Fin Bartels,de GER,"FW,MF",Werder Bremen,de Bundesliga,32,1987,3.8,0,1.84,0.79,42.9,1.85,0.79,0,0,0,0,0,0.11,0.11,0.06,-0.11,-0.11,0.09,0.2,0.2
209,Marc Bartra,es ESP,"DF,MF",Betis,es La Liga,28,1991,28,0.11,0.75,0.18,23.8,0.75,0.18,0.14,0.6,0,0,0,0.06,0.06,0.08,0.05,0.05,0.04,0.09,0.09
210,Daniele Baselli,it ITA,MF,Torino,it Serie A,27,1992,14.2,0,0.49,0.21,42.9,0.49,0.21,0,0,0.07,0,0,0.05,0.05,0.09,-0.05,-0.05,0.07,0.12,0.12
211,Chris Basham,eng ENG,DF,Sheffield Utd,eng Premier League,31,1988,36,0,0.17,0,0,0.17,0,0,,0,0,0,0.01,0.01,0.08,-0.01,-0.01,0.03,0.04,0.04
212,Toma Baši?,hr CRO,MF,Bordeaux,fr Ligue 1,22,1996,11,0.09,1.55,0.36,23.5,1.54,0.36,0.06,0.25,0.36,0,0,0.08,0.08,0.05,0.01,0.01,0.27,0.36,0.36
213,Thomas Basila,fr FRA,DF,Nantes,fr Ligue 1,20,1999,4.6,0,0.22,0,0,0.22,0,0,,0,0,0,0,0,0.05,0,0,0.03,0.04,0.04
214,Gil Bastião Dias,pt POR,"DF,MF",Granada,es La Liga,22,1996,4,0,1.5,0.5,33.3,1.52,0.51,0,0,0,0,0,0.05,0.05,0.04,-0.05,-0.05,0.09,0.15,0.15
215,Gil Bastião Dias,pt POR,"DF,MF",Monaco,fr Ligue 1,22,1996,11.7,0,1.37,0.43,31.3,1.36,0.43,0,0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,0.14,0.25,0.25
216,Borja Bastón,es ESP,"MF,FW",Aston Villa,eng Premier League,26,1992,0.2,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
217,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,20,1999,21.3,0.09,0.38,0.19,50,0.37,0.19,0.25,0.5,0,0,0,0.06,0.06,0.15,0.04,0.04,0.07,0.13,0.13
218,Bastos,ao ANG,DF,Lazio,it Serie A,28,1991,8.5,0.12,0.82,0.24,28.6,0.82,0.24,0.14,0.5,0,0,0,0.09,0.09,0.11,0.02,0.02,0,0.09,0.09
219,Oliver Batista-Meier,de GER,FW,Bayern Munich,de Bundesliga,18,2001,0.1,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
220,Michy Batshuayi,be BEL,FW,Chelsea,eng Premier League,25,1993,2.7,0.37,5.56,0.74,13.3,5.65,0.75,0.07,0.5,0,0,0,0.81,0.81,0.15,-0.44,-0.44,0.07,0.91,0.91
221,Cristian Battocchio,it ITA,MF,Brest,fr Ligue 1,27,1992,15.5,0.19,1.29,0.39,30,1.29,0.39,0.15,0.5,0.19,0,0.06,0.11,0.06,0.05,0.08,0.14,0.08,0.19,0.14
222,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,29,1990,30,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
223,Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,31,1988,19.9,0.1,0.85,0.25,29.4,0.85,0.25,0.12,0.4,0,0,0,0.09,0.09,0.1,0.01,0.01,0.1,0.18,0.18
224,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,de Bundesliga,19,1999,16.6,0.42,3.37,1.39,41.1,3.38,1.39,0.13,0.3,0,0,0,0.48,0.48,0.14,-0.05,-0.05,0.13,0.61,0.61
225,Noah Joel Sarenren Bazee,ng NGA,FW,Augsburg,de Bundesliga,22,1996,4.2,0.24,0.95,0.71,75,0.94,0.71,0.25,0.33,0,0,0,0.1,0.1,0.11,0.14,0.14,0.08,0.19,0.19
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,xA,xG+xA,npxG+xA
226,Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,de Bundesliga,25,1994,23.4,0.26,1.5,0.68,45.7,1.5,0.69,0.17,0.38,0,0,0,0.18,0.18,0.12,0.07,0.07,0.14,0.33,0.33
227,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,23,1996,24.6,0.04,0.33,0.08,25,0.33,0.08,0.13,0.5,0,0,0,0.02,0.02,0.07,0.02,0.02,0.01,0.04,0.04
228,Sheraldo Becker,nl NED,"MF,FW",Union Berlin,de Bundesliga,24,1995,6,0,1.17,0.67,57.1,1.17,0.67,0,0,0,0,0,0.03,0.03,0.03,-0.03,-0.03,0.13,0.17,0.17
229,Timo Becker,de GER,"DF,MF",Schalke 04,de Bundesliga,22,1997,3.7,0,1.35,0.27,20,1.34,0.27,0,0,0,0,0,0.05,0.05,0.05,-0.05,-0.05,0.06,0.12,0.12
230,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,23,1996,34,0.03,0.21,0.03,14.3,0.21,0.03,0.14,1,0,0,0,0.03,0.03,0.12,0,0,0,0.03,0.03
231,Asmir Begovi?,ba BIH,GK,Milan,it Serie A,32,1987,1.4,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
232,Valon Behrami,ch SUI,MF,Genoa,it Serie A,34,1985,12.3,0,0.41,0.08,20,0.41,0.08,0,0,0,0,0,0.02,0.02,0.04,-0.02,-0.02,0,0.02,0.02
233,Maximilian Beier,de GER,FW,Hoffenheim,de Bundesliga,16,2002,1.2,0,5,2.5,50,4.95,2.48,0,0,0,0,0,1.17,1.17,0.23,-1.17,-1.17,0.05,1.2,1.2
234,Gaëtan Belaud,fr FRA,DF,Brest,fr Ligue 1,32,1986,6.4,0,0.47,0,0,0.47,0,0,,0,0,0,0.02,0.02,0.02,-0.02,-0.02,0.04,0.05,0.05
235,Ishak Belfodil,dz ALG,"FW,MF",Hoffenheim,de Bundesliga,27,1992,3,0,3.33,0.67,20,3.35,0.67,0,0,0,0,0,0.37,0.37,0.11,-0.37,-0.37,0.08,0.43,0.43
236,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,25,1994,20.2,0,0.35,0.15,42.9,0.35,0.15,0,0,0,0,0,0.03,0.03,0.09,-0.03,-0.03,0.03,0.06,0.06
237,Raoul Bellanova,it ITA,DF,Bordeaux,fr Ligue 1,19,2000,0.7,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
238,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,19,2000,0.2,0,10,0,0,10,0,0,,0,0,0,0.5,0.5,0.04,-0.5,-0.5,0,0.43,0.43
239,Karim Bellarabi,de GER,"FW,DF",Leverkusen,de Bundesliga,29,1990,15.8,0.25,3.48,1.58,45.5,3.48,1.58,0.07,0.16,0,0,0,0.37,0.37,0.11,-0.12,-0.12,0.27,0.64,0.64
240,Jean-Ricner Bellegarde,fr FRA,MF,Strasbourg,fr Ligue 1,21,1998,16.6,0,1.08,0.3,27.8,1.08,0.3,0,0,0,0,0,0.05,0.05,0.05,-0.05,-0.05,0.08,0.14,0.14
241,Héctor Bellerín,es ESP,DF,Arsenal,eng Premier League,24,1995,12.9,0.08,0.54,0.16,28.6,0.54,0.16,0.14,0.5,0,0,0,0.04,0.04,0.07,0.04,0.04,0.03,0.06,0.06
242,Andrea Belotti,it ITA,FW,Torino,it Serie A,25,1993,33.4,0.48,2.84,0.99,34.7,2.84,0.99,0.09,0.27,0.09,0.21,0.24,0.5,0.33,0.12,-0.02,-0.06,0.12,0.63,0.45
243,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,20,1999,20.3,0.05,0.69,0.2,28.6,0.69,0.2,0.07,0.25,0,0,0,0.06,0.06,0.09,-0.01,-0.01,0.03,0.1,0.1
244,Sami Ben Amar,ma MAR,FW,Nîmes,fr Ligue 1,21,1998,0.2,0,0,0,,0,0,,,0,0,0,0,0,,0,0,0,0,0
245,Hatem Ben Arfa,fr FRA,"MF,FW",Valladolid,es La Liga,32,1987,1.8,0,1.11,0,0,1.13,0,0,,0,0,0,0,0,0.02,0,0,0.02,0.04,0.04
246,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,28,1990,24,0.75,2.63,1.42,54,2.62,1.41,0.24,0.44,0.29,0.13,0.13,0.55,0.45,0.18,0.2,0.18,0.29,0.84,0.74
247,Marco Benassi,it ITA,MF,Fiorentina,it Serie A,24,1994,10.9,0.09,1.93,0.37,19,1.93,0.37,0.05,0.25,0,0,0,0.09,0.09,0.05,0,0,0.11,0.2,0.2
248,Cristian Benavente,pe PER,"MF,FW",Nantes,fr Ligue 1,25,1994,3.9,0,1.28,0.77,60,1.29,0.77,0,0,0,0,0,0.08,0.08,0.06,-0.08,-0.08,0.17,0.24,0.24
249,Lars Bender,de GER,"DF,MF",Leverkusen,de Bundesliga,30,1989,15.3,0.13,0.98,0.13,13.3,0.98,0.13,0.13,1,0,0,0,0.05,0.05,0.05,0.08,0.08,0.07,0.11,0.11
